,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
6953,,5638,2324,UGC 00433,34.37,,74.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
6954,,5639,2324,UGC 00433,34.39,,75.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
6956,,5641,2324,UGC 00433,34.4,,75.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
6977,,5659,2332,FGC 0076,35.57,,130.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
6978,,5660,2332,FGC 0076,35.59,,131.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
6979,,5661,2332,FGC 0076,35.6,,132.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
6980,,5662,2332,FGC 0076,35.6,,132.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
6987,,5668,2336,FGC 0077,35.29,,114.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
6988,,5669,2336,FGC 0077,35.3,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
6989,,5670,2336,FGC 0077,35.3,,115.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
6990,,5671,2336,FGC 0077,35.51,,127.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
7048,,5712,2357,NGC 0214,32.7,,34.7,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
7066,,5730,2360,FGC 0078,35.97,,156.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
7067,,5731,2360,FGC 0078,35.98,,157.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
7068,,5732,2360,FGC 0078,35.98,,157.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
7069,,5733,2360,FGC 0078,36.03,,160.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
7126,,5781,2390,FGC 0079,35.99,,158.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
7127,,5782,2390,FGC 0079,36.02,,160.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
7128,,5783,2390,FGC 0079,36.02,,160.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
7129,,5784,2390,FGC 0079,36.03,,161.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
7175,,5824,2413,ESO 540- G 016,31.89,,23.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
7176,,5825,2413,ESO 540- G 016,31.9,,23.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
7177,,5826,2413,ESO 540- G 016,31.9,,24.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
7195,,5844,2420,FGC 0083,34.08,,65.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
7196,,5845,2420,FGC 0083,34.08,,65.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
7197,,5846,2420,FGC 0083,34.09,,65.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
7198,,5847,2420,FGC 0083,34.09,,65.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
7200,,5849,2422,IC 0043,32.53,,32.1,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
7285,R,5929,2443,MESSIER 032,25.6,,1.32,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
7703,R,6347,2448,MESSIER 031,24.16,,0.679,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
7705,R,6349,2448,MESSIER 031,24.26,,0.711,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
7707,,6351,2448,MESSIER 031,24.38,,0.752,Tully-Fisher,1983ApJ...275..430V,,,74.3,,3,
7708,,6352,2448,MESSIER 031,24.43,,0.77,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,CO
7709,,6353,2448,MESSIER 031,24.46,,0.78,Tully-Fisher,1994A&A...283...21S,,,75.0,,14,HI
7714,R,6358,2448,MESSIER 031,24.92,,0.9640000000000001,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
8217,,6634,2581,FGC 0084,34.49,,79.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
8218,,6635,2581,FGC 0084,35.5,,126.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
8219,,6636,2581,FGC 0084,35.51,,126.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
8220,,6637,2581,FGC 0084,35.51,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
8284,,6681,2610,UGC 00474,35.78,,143.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
8285,,6682,2610,UGC 00474,35.8,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
8286,,6683,2610,UGC 00474,35.83,,146.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
8287,,6684,2610,UGC 00474,35.84,,147.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
8385,,6757,2642,NGC 0244,31.93,,24.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
8386,,6758,2642,NGC 0244,31.96,,24.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
8387,,6759,2642,NGC 0244,32.03,,25.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
8402,R,6771,2650,ESO 411- G 010,34.14,,67.3,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
8408,R,6777,2650,ESO 411- G 010,34.5,,79.4,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
8464,R,6818,2673,ESO 243- G 001,34.4,,75.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
8465,R,6819,2673,ESO 243- G 001,34.4,,75.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
8684,,6991,2748,UGC 00485,33.94,,61.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
8685,,6992,2748,UGC 00485,33.95,,61.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
8686,,6993,2748,UGC 00485,33.95,,61.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
8689,,6996,2748,UGC 00485,34.04,,64.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
8725,,7032,2749,NGC 0247,27.4,,3.02,Tully-Fisher,1983ApJ...275..430V,,,74.3,,3,
8726,R,7033,2749,NGC 0247,27.43,,3.06,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
8730,,7037,2749,NGC 0247,27.53,,3.21,Tully-Fisher,1980ApJ...237..655A,,,,,0,IR
8733,,7040,2749,NGC 0247,27.63,,3.36,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
8735,,7042,2749,NGC 0247,28.06,,4.09,Tully-Fisher,2003A&A...404...93K,,,,,23,
8818,,7117,2790,NGC 0253,27.97,,3.93,Comp. Secondary: Tully-Fisher,1983ApJ...275..430V,,,74.3,,3,GClstr NGC 0055 GROUP BCG 1 of 1
8822,,7121,2790,NGC 0253,27.34,,2.94,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,"GClstr NGC 0055 GROUP BCG 1 of 1, B"
8826,,7125,2790,NGC 0253,27.39,,3.01,Tully-Fisher,1980ApJ...237..655A,,,,,0,"GClstr NGC 0055 GROUP BCG 1 of 1, IR"
8835,R,7134,2790,NGC 0253,27.86,,3.73,Tully-Fisher,2006sf2a.conf..365V,,,,,26,"GClstr NGC 0055 GROUP BCG 1 of 1, LEDA [April 2006]"
8891,,7175,2805,UGCA 014,30.99,,15.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
8892,,7176,2805,UGCA 014,31.02,,16.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
8893,,7177,2805,UGCA 014,31.04,,16.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
8894,,7178,2805,UGCA 014,31.05,,16.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9013,,7277,2852,ESO 295- G 007,32.93,,38.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9014,,7278,2852,ESO 295- G 007,32.96,,39.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9015,,7279,2852,ESO 295- G 007,32.97,,39.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
9016,,7280,2852,ESO 295- G 007,32.99,,39.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9028,,7291,2863,NGC 0262,31.66,,21.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
9086,,7334,2878,UGC 00501,34.42,,76.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9088,,7336,2878,UGC 00501,34.43,,76.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9089,,7337,2878,UGC 00501,34.43,,77.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9091,,7339,2878,UGC 00501,34.48,,78.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
9186,,7401,2901,UGC 00507,34.59,,82.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9187,,7402,2901,UGC 00507,34.59,,82.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9188,,7403,2901,UGC 00507,34.6,,83.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9189,,7404,2901,UGC 00507,34.64,,84.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
9197,,7412,2909,UGC 00509,33.76,,56.5,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
9256,R,7469,2936,NGC 0268,35.28,,114.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
9260,R,7473,2936,NGC 0268,36.17,,171.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
9261,,7474,2937,UGC 00511,33.59,,52.2,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
9264,,7477,2937,UGC 00511,34.28,,71.8,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
9301,R,7506,2951,ESO 295- G 012,34.63,,84.3,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
9302,R,7507,2951,ESO 295- G 012,34.63,,84.3,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
9317,,7522,2953,FGC 0093,35.93,,153.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
9318,,7523,2953,FGC 0093,35.93,,153.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9319,,7524,2953,FGC 0093,35.96,,156.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9320,,7525,2953,FGC 0093,35.98,,157.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9331,R,7532,2958,ESO 243- G 003,34.39,,75.5,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
9332,R,7533,2958,ESO 243- G 003,34.39,,75.5,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
9338,,7539,2961,FGC 0094,35.2,,110.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9339,,7540,2961,FGC 0094,35.22,,111.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9340,,7541,2961,FGC 0094,35.24,,111.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9341,,7542,2961,FGC 0094,35.27,,113.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
9363,,7558,2969,ESO 150- G 024,34.84,,93.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9364,,7559,2969,ESO 150- G 024,34.84,,93.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9365,,7560,2969,ESO 150- G 024,34.86,,93.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9382,,7577,2977,FGC 0096,34.2,,69.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9383,,7578,2977,FGC 0096,34.22,,69.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9384,,7579,2977,FGC 0096,34.23,,70.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9385,,7580,2977,FGC 0096,34.29,,72.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
9417,,7608,2993,NGC 0275,32.55,,32.4,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,B
9420,,7611,2993,NGC 0275,32.77,,35.8,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Mean of B mag and Diameter TF relation
9422,,7613,2993,NGC 0275,33.2,,43.7,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
9545,,7712,3039,NGC 0278,31.01,,15.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
9547,,7714,3039,NGC 0278,31.46,,19.6,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
9548,,7715,3039,NGC 0278,32.38,,29.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
9562,,7724,3045,FGC 0099,35.09,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
9563,,7725,3045,FGC 0099,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
9564,,7726,3045,FGC 0099,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
9565,,7727,3045,FGC 0099,35.2,,110.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
9638,,7790,3076,NGC 0289,30.68,,13.7,Tully-Fisher,1997AJ....113.1591W,,,75.0,,17,
9643,,7795,3076,NGC 0289,31.12,,16.7,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
9653,R,7805,3076,NGC 0289,32.31,,29.0,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
10037,R,8187,3080,SMC,19.66,,0.086,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
33065,,19720,3090,FGC 0100,35.27,,113.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
33066,,19721,3090,FGC 0100,35.27,,113.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
33067,,19722,3090,FGC 0100,35.29,,114.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
33068,,19723,3090,FGC 0100,35.31,,116.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
33119,,19768,3107,UGC 00541,34.7,,87.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
33120,,19769,3107,UGC 00541,34.72,,87.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
33121,,19770,3107,UGC 00541,34.73,,88.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
33122,,19771,3107,UGC 00541,34.73,,88.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
33170,,19812,3129,UGC 00542,33.57,,51.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
33171,,19813,3129,UGC 00542,33.58,,51.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
33172,,19814,3129,UGC 00542,33.59,,52.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
33178,,19820,3129,UGC 00542,33.71,,55.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
33198,,19840,3137,FGC 0104,35.9,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
33199,,19841,3137,FGC 0104,35.91,,152.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
33200,,19842,3137,FGC 0104,35.91,,152.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
33201,,19843,3137,FGC 0104,36.14,,169.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
33214,,19856,3140,UGC 00544,34.72,,87.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
33215,,19857,3140,UGC 00544,34.72,,88.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
33216,,19858,3140,UGC 00544,34.73,,88.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
33217,,19859,3140,UGC 00544,34.78,,90.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
33254,R,19890,3158,IC 1595,34.05,,64.6,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
33255,R,19891,3158,IC 1595,34.05,,64.6,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
33260,,19896,3158,IC 1595,34.54,,80.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
33261,,19897,3158,IC 1595,34.63,,84.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
33263,,19899,3158,IC 1595,34.65,,85.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
33264,,19900,3158,IC 1595,34.69,,86.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
33348,R,19968,3194,ESO 079- G 008,35.27,,113.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
33349,R,19969,3194,ESO 079- G 008,35.54,,128.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
33394,,20006,3220,UGC 00549,34.26,,71.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
33395,,20007,3220,UGC 00549,34.27,,71.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
33396,,20008,3220,UGC 00549,34.27,,71.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
33403,,20015,3220,UGC 00549,34.52,,80.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
33570,,20168,3235,NGC 0300,26.74,,2.23,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
33573,R,20171,3235,NGC 0300,27.04,,2.56,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
33593,R,20191,3244,ESO 541- G 001,34.19,,68.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
33594,R,20192,3244,ESO 541- G 001,34.27,,71.5,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
33609,,20207,3249,NGC 0296,33.2,,43.7,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
33611,,20209,3249,NGC 0296,33.3,,45.7,Tully-Fisher,1980ApJ...239...12A,,,95.0,,0,
33613,,20211,3249,NGC 0296,33.31,,45.9,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
33618,,20216,3249,NGC 0296,33.44,,48.8,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
33621,,20219,3249,NGC 0296,33.52,,50.6,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
33965,,20503,3399,NGC 0309,32.53,,32.1,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
34001,R,20531,3418,IC 1603,34.29,,72.1,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
34002,R,20532,3418,IC 1603,34.29,,72.1,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
34078,,20587,3449,ESO 243- G 016,34.38,,75.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
34079,,20588,3449,ESO 243- G 016,34.41,,76.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
34080,,20589,3449,ESO 243- G 016,34.41,,76.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
34081,,20590,3449,ESO 243- G 016,34.46,,78.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
34162,,20655,3485,NGC 0325,34.87,,94.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
34163,,20656,3485,NGC 0325,34.87,,94.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
34164,,20657,3485,NGC 0325,34.88,,94.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
34290,,20770,3550,UGC 00604,34.22,,69.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
34291,,20771,3550,UGC 00604,34.22,,69.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
34292,,20772,3550,UGC 00604,34.22,,69.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
34293,,20773,3550,UGC 00604,34.22,,70.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
34554,,20990,3645,UGC 00619,35.72,,139.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
34556,,20992,3645,UGC 00619,35.74,,141.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
34557,,20993,3645,UGC 00619,35.75,,141.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
34558,,20994,3645,UGC 00619,35.76,,142.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
34570,,21006,3647,NGC 0337,31.28,,18.0,Tully-Fisher,1985A&A...153..125G,,,90.0,,5,B
34718,,21143,3699,NGC 0338,34.06,,64.9,Tully-Fisher,2002ApJ...565..681R,,,,,22,I
34719,,21144,3699,NGC 0338,34.09,,65.8,Tully-Fisher,2002ApJ...565..681R,,,,,22,B
34747,,21172,3705,ESO 002- G 012,34.03,,64.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
34748,,21173,3705,ESO 002- G 012,34.11,,66.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
34749,,21174,3705,ESO 002- G 012,34.12,,66.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
34750,,21175,3705,ESO 002- G 012,34.12,,66.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
34798,,21218,3722,UGC 00631,34.54,,81.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
34799,,21219,3722,UGC 00631,34.55,,81.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
34800,,21220,3722,UGC 00631,34.55,,81.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
34802,,21222,3722,UGC 00631,34.6,,83.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
34913,,21314,3767,NGC 0337A,27.05,,2.57,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
34916,,21317,3769,ESO 113- G 006,34.86,,94.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
34917,,21318,3769,ESO 113- G 006,34.88,,94.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
34918,,21319,3769,ESO 113- G 006,34.88,,94.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
34921,,21322,3769,ESO 113- G 006,35.06,,103.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
35112,,21470,3844,NGC 0360,33.0,,39.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
35113,,21471,3844,NGC 0360,33.01,,40.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
35114,,21472,3844,NGC 0360,33.03,,40.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
35115,,21473,3844,NGC 0360,33.1,,41.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
35164,R,21507,3864,ESO 243- G 020,33.92,,60.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
35165,R,21508,3864,ESO 243- G 020,33.92,,60.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
35304,,21606,3896,UGC 00653,34.88,,94.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
35305,,21607,3896,UGC 00653,34.89,,95.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
35306,,21608,3896,UGC 00653,34.9,,95.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
35307,,21609,3896,UGC 00653,34.93,,96.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
35607,,21874,3967,IC 1613,22.63,,0.336,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
35608,,21875,3967,IC 1613,23.21,,0.439,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
35609,,21876,3967,IC 1613,23.49,,0.499,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
35611,R,21878,3967,IC 1613,26.04,,1.61,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
35672,R,21925,3997,ESO 243- G 025,33.99,,62.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
35673,R,21926,3997,ESO 243- G 025,33.99,,62.8,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
35995,R,22174,4132,ESO 243- G 030,34.54,,80.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
35996,R,22175,4132,ESO 243- G 030,34.54,,80.9,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
36112,,22266,4153,NGC 0383,34.12,,66.6,Comp. Secondary: Tully-Fisher,2001ApJ...553...47F,,,71.0,,21,"GClstr Pisces CLUSTER BCG 1 of 2, 32 gxys"
36435,,22501,4233,AM 0106-382,29.57,,8.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
36483,,22538,4251,UGC 00711,31.34,,18.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
36484,,22539,4251,UGC 00711,31.35,,18.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
36485,,22540,4251,UGC 00711,31.35,,18.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
36487,,22542,4251,UGC 00711,31.58,,20.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
36635,,22642,4291,FGC 0125,35.44,,122.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
36636,,22643,4291,FGC 0125,35.44,,123.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
